"","id_bu","id_bu_encuesta","encuesta","encuesta_a","encuesta_m","pond","secu","estrato","region_3","zona_u_r","gse","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","bienestar_2","bienestar_7_a","bienestar_7_d","bienestar_7_f","bienestar_7_g","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_gz","eval_act_pol_1_gy","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_fo","eval_act_pol_1_co","eval_act_pol_1_hc","eval_act_pol_1_gq","eval_act_pol_1_gw","eval_act_pol_1_gx","eval_act_pol_1_ha","eval_act_pol_1_gu","eval_act_pol_1_dv","eval_act_pol_1_ae","eval_act_pol_1_em","eval_act_pol_1_ep","eval_act_pol_1_en","eval_act_pol_1_hb","eval_act_pol_1_fw","confianza_6_a","confianza_6_b","confianza_6_c","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","confianza_6_ac","democracia_21","pobreza_62","democracia_19","religion_63","religion_81_b","religion_81_a","mtf_66","mtf_53","mtf_45_d","mtf_45_h","mtf_45_k","religion_14","religion_15_b","religion_15_c","religion_15_d","religion_15_e","religion_15_f","religion_64","religion_82","religion_2","religion_91","religion_86","religion_88_a","religion_88_b","religion_88_c","religion_89","confianza_16_a","confianza_16_b","confianza_16_c","confianza_16_d","confianza_16_e","confianza_16_f","confianza_16_g","confianza_16_h","religion_31_a","religion_31_b","religion_31_c","religion_32_b","religion_33_a","religion_33_b","religion_90_a","religion_90_b","religion_90_c","religion_90_d","religion_71_a","religion_71_b","religion_72_b","religion_67","religion_39_g","religion_39_c","religion_39_d","religion_59_b","religion_59_c","religion_59_e","religion_37_a","religion_37_b","religion_37_c","religion_37_d","religion_37_g","religion_37_e","religion_75_d","religion_75_e","interes_pol_1_b","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b_2","municipio_17_a","municipio_17_b","municipio_17_c","elec_muni_17","elec_muni_14_d","estallido_5","estallido_17","sexo","edad","info_enc_59_2","info_enc_58","info_enc_30_b","info_enc_8","mtf_60","estado_civil_g","info_enc_61","esc_nivel_1_c","info_enc_57","info_hogar_28_c","info_enc_62","salud_5_b"
"1239","1239-92",1239,92,2024,8,0.50571635,92184,20,13,1,3,10,7,3,2,3,1,5,5,5,3,2,2,4,2,2,-8,-8,6,6,6,6,6,6,4,6,3,6,6,6,6,6,4,6,6,6,-8,6,4,2,3,4,4,1,2,2,3,4,1,4,4,3,2,4,2,4,4,4,2,7,10,10,2,-8,3,1,2,-8,2,2,1,1,1,1,1,2,2,8,2,1,7,1,5,2,2,3,3,2,1,3,1,3,2,2,4,4,4,4,10,10,10,10,2,2,4,4,2,2,4,2,2,2,-89,1,1,1,4,1,1,4,4,15,15,1,3,NA,2,3,8,3,3,5,4,2,55,1,2,NA,1,3,1,2,1,2,8,2,2
"1240","1240-92",1240,92,2024,8,1.36451875,92184,20,13,1,2,3,2,14,3,2,7,4,5,5,5,3,3,4,3,2,8,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,5,2,1,1,3,3,3,3,3,4,4,3,4,4,4,3,1,4,3,3,3,3,2,2,3,3,1,1,10,1,3,3,2,4,3,3,3,3,4,2,2,4,3,2,1,8,-8,4,5,1,3,1,3,3,3,3,3,4,3,3,1,2,2,3,2,2,5,5,5,5,1,2,-8,4,1,4,4,2,2,2,2,2,4,2,2,2,2,2,3,15,15,1,2,NA,6,7,8,2,2,5,5,1,64,1,2,NA,1,2,1,2,3,1,NA,1,5
"1241","1241-92",1241,92,2024,8,0.66140319,92156,20,13,1,3,11,7,2,2,3,7,5,4,4,-7,4,3,4,3,2,3,3,6,6,6,2,6,6,3,6,6,6,6,6,3,6,2,3,6,6,6,6,3,4,4,4,2,3,3,3,3,3,4,3,3,4,3,3,3,2,4,3,2,4,8,10,3,3,2,4,2,2,2,2,1,1,1,1,1,2,1,8,4,4,1,3,4,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,5,5,5,5,2,4,2,4,2,2,5,2,2,2,-89,2,2,2,2,3,2,2,2,3,NA,1,1,NA,5,3,8,3,1,1,3,2,48,1,1,5,1,2,1,1,4,2,1,3,1
"1242","1242-92",1242,92,2024,8,0.75809144,92093,12,8,1,2,1,5,11,4,3,10,5,5,5,5,4,1,4,3,2,5,2,6,6,3,5,6,6,4,6,6,6,6,6,6,4,4,6,6,6,6,6,4,1,1,4,4,3,1,3,3,4,1,4,3,4,3,4,1,1,3,4,3,5,10,10,2,5,2,4,1,2,1,3,1,1,1,4,1,2,2,1,1,1,1,5,2,2,4,4,4,4,1,4,1,4,1,2,2,2,2,2,10,1,10,1,2,5,4,4,2,1,2,2,1,1,1,1,1,1,4,1,1,4,5,15,15,1,1,NA,3,5,8,3,5,2,2,1,37,1,2,NA,1,1,8,2,3,1,NA,1,7
"1243","1243-92",1243,92,2024,8,0.2996323,92156,20,13,1,3,9,11,13,2,3,8,4,-7,3,-7,2,4,3,2,2,-8,2,6,6,6,3,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,3,2,3,1,1,4,2,1,2,1,2,2,4,4,1,4,4,2,10,5,10,2,2,2,1,-8,-8,-8,1,1,1,1,1,1,1,-9,2,-8,-8,-8,NA,NA,1,4,4,4,4,4,4,4,4,2,2,4,4,2,4,5,5,5,1,3,3,3,4,1,4,4,2,2,2,1,1,4,1,1,1,1,1,5,15,15,1,4,NA,11,5,8,4,4,5,5,2,81,1,2,NA,1,3,7,2,1,1,NA,7,1
"1244","1244-92",1244,92,2024,8,0.24272417,92091,12,8,1,3,3,2,1,3,1,6,3,-7,5,3,1,1,2,1,1,1,4,2,4,4,4,4,4,3,6,6,2,6,1,1,1,2,4,3,1,4,1,2,3,2,1,2,1,4,4,4,4,4,3,2,3,2,2,4,2,3,1,1,5,5,2,1,1,4,4,2,5,2,2,1,1,1,1,1,2,2,1,1,1,1,4,5,2,4,4,4,4,2,4,1,3,1,5,1,1,1,1,0,1,10,1,1,5,2,4,5,1,5,1,1,1,1,1,1,1,4,4,4,4,1,9,NA,1,1,NA,1,3,8,1,2,4,2,1,60,1,2,NA,1,1,5,2,4,1,NA,1,4
"1245","1245-92",1245,92,2024,8,0.69661198,92054,6,5,1,2,10,5,11,3,2,5,3,-7,-7,-7,2,3,3,1,1,-9,6,-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,-8,-9,-9,-9,3,3,-8,3,-9,-9,-9,-9,4,3,3,-9,3,3,3,-8,5,-9,6,3,3,-8,-7,3,3,3,-9,-89,-9,-9,-9,-9,-9,9,8,4,3,1,4,3,1,-9,-9,-9,-9,-9,-9,-9,-9,-89,3,-9,-89,-89,-89,-8,5,-8,5,-9,3,3,3,2,3,3,3,3,3,2,2,2,4,3,4,4,4,5,15,15,1,-9,NA,2,3,6,4,-9,-9,-9,2,43,1,2,NA,2,NA,8,2,6,2,6,1,4
"1246","1246-92",1246,92,2024,8,1.40387837,92054,6,5,1,3,3,5,1,3,2,7,5,3,4,4,4,4,3,2,1,6,4,4,6,4,2,6,6,4,6,4,4,6,4,6,2,2,6,6,2,4,4,3,3,3,4,2,3,4,3,4,3,3,4,4,4,3,4,2,4,4,3,1,4,8,3,2,2,2,-7,1,1,1,3,4,4,4,1,3,1,1,8,2,1,1,5,4,1,2,3,4,3,4,3,4,3,1,1,1,3,1,1,6,7,5,5,3,4,3,4,1,4,5,3,4,2,1,1,2,1,1,1,1,1,4,15,15,1,1,NA,2,3,8,3,3,1,2,2,25,1,2,NA,2,NA,2,2,8,2,3,1,5
"1247","1247-92",1247,92,2024,8,1.2604455,92177,20,13,1,2,10,3,5,3,-8,10,5,4,5,-7,3,3,-8,-8,3,-9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,10,10,-8,4,-8,2,1,2,2,2,1,1,1,1,1,-8,-8,1,7,3,2,5,1,3,1,3,3,3,3,-8,3,-8,3,3,3,3,2,3,2,5,5,5,-8,3,4,3,4,2,3,2,2,2,2,3,2,-89,2,3,4,3,3,4,15,15,1,4,NA,6,8,3,4,3,5,5,2,52,1,2,NA,1,2,1,2,4,2,8,1,7
"1248","1248-92",1248,92,2024,8,0.3806757,92177,20,13,1,2,8,9,3,3,3,6,2,-7,-7,-7,4,3,3,1,1,6,4,6,3,5,4,6,6,2,6,6,6,6,6,6,6,4,4,6,6,6,4,4,4,2,4,3,4,2,2,4,4,2,2,3,3,2,3,3,4,2,2,1,1,10,6,2,3,0,-7,1,2,1,3,1,1,4,4,4,1,1,8,3,3,5,1,6,1,3,4,4,4,4,4,4,2,4,2,2,3,2,2,5,5,5,5,2,4,4,4,2,2,4,2,2,4,3,2,3,1,4,1,1,2,4,1,NA,1,-9,NA,8,5,-9,4,3,5,4,2,74,1,2,NA,2,NA,8,2,6,1,NA,7,3
"1249","1249-92",1249,92,2024,8,0.77263529,92177,20,13,1,2,10,11,26,3,1,10,5,5,5,-7,5,1,3,1,1,1,5,1,5,4,5,5,5,5,3,4,3,1,1,1,1,1,4,4,1,4,1,3,3,1,3,3,3,1,3,4,4,1,1,3,3,3,3,1,1,1,4,1,10,10,1,1,1,2,4,4,2,4,1,4,2,4,4,2,3,1,8,1,1,5,4,3,1,3,3,3,1,4,3,1,1,2,3,2,2,2,4,5,5,5,5,4,4,2,4,2,3,4,2,2,2,-89,3,4,3,3,2,4,1,4,9,NA,1,1,NA,3,5,8,3,1,1,2,1,84,1,2,NA,1,2,1,2,8,1,NA,1,7
"1250","1250-92",1250,92,2024,8,1.46370312,92177,20,13,1,3,3,6,1,1,2,7,2,3,4,2,1,3,5,2,2,-9,1,6,2,1,1,2,6,1,6,6,6,6,6,3,2,4,2,6,4,6,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,10,10,1,2,3,5,2,4,4,4,3,3,4,4,1,2,3,2,8,1,1,1,5,7,1,4,4,4,4,3,4,2,4,2,2,2,4,2,3,5,5,10,5,2,2,2,4,2,1,4,2,2,2,1,1,1,1,1,-89,1,1,5,15,15,1,1,NA,5,8,10,1,2,5,5,1,64,1,2,NA,1,3,8,2,1,1,NA,2,1
"1251","1251-92",1251,92,2024,8,0.60544337,92271,24,15,1,2,3,9,10,1,3,5,5,-7,5,1,2,3,2,3,2,10,3,6,6,6,3,6,6,4,6,6,6,6,6,6,3,4,6,6,6,6,6,4,4,2,4,3,1,3,2,3,3,2,3,3,3,1,3,2,1,3,3,3,10,10,10,2,2,2,1,1,1,1,2,3,4,1,1,1,2,2,7,3,3,1,5,4,2,4,4,4,4,4,3,3,3,1,1,4,2,1,1,5,5,10,5,2,2,4,4,1,1,5,4,4,4,1,1,4,3,4,4,2,4,3,15,4,1,1,NA,8,2,3,1,3,1,3,2,28,1,2,NA,1,1,8,2,4,1,NA,3,1
"1252","1252-92",1252,92,2024,8,0.76136906,92149,20,13,1,2,9,8,3,3,3,9,3,-7,4,3,4,2,2,2,2,4,3,6,3,3,2,6,3,6,6,6,6,6,6,6,2,6,6,6,6,6,6,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,6,8,7,2,1,3,1,1,1,1,3,3,1,1,3,1,1,1,8,4,3,1,5,7,1,2,3,3,2,3,4,2,2,3,3,2,2,3,3,5,8,5,4,2,2,2,4,3,3,2,1,1,1,3,3,1,2,3,1,1,3,5,15,15,2,NA,2,2,4,1,-8,3,1,4,2,41,1,2,NA,1,3,4,2,6,1,NA,1,2
"1253","1253-92",1253,92,2024,8,0.21349316,92156,20,13,1,4,2,9,14,2,2,9,4,-7,4,5,4,2,4,3,2,-9,2,6,6,6,2,6,6,2,6,6,2,6,6,6,6,2,6,6,6,2,6,4,4,4,4,4,4,4,-8,4,4,2,4,4,3,4,4,4,4,4,4,3,5,4,7,1,1,2,1,1,1,1,3,3,4,1,2,2,1,9,8,-8,4,4,-9,NA,1,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,15,15,1,1,NA,5,2,3,4,3,1,4,2,61,1,2,NA,1,2,5,2,4,1,NA,1,2
"1254","1254-92",1254,92,2024,8,0.8988969,92156,20,13,1,3,3,14,11,2,3,9,4,-7,4,-7,2,3,4,2,2,-8,-8,6,6,6,6,6,6,5,6,-8,6,6,6,6,6,6,6,6,6,6,6,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,5,4,3,2,2,2,5,4,3,2,1,1,1,1,1,1,1,2,-8,1,1,6,-8,1,2,2,2,2,4,2,4,2,1,1,1,1,1,1,5,8,5,5,4,3,3,4,3,2,5,2,2,4,1,2,1,2,1,1,1,1,5,17,NA,1,4,NA,2,3,8,-8,5,5,5,2,70,1,2,NA,1,2,7,2,2,1,NA,7,1
"1255","1255-92",1255,92,2024,8,0.16296953,92148,20,13,1,3,14,3,6,2,3,10,4,-7,4,4,2,4,4,2,-8,-8,3,6,6,6,3,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,3,3,3,3,4,4,4,3,3,3,3,2,2,4,3,3,4,4,2,10,10,10,1,1,2,1,1,1,1,1,1,1,1,1,1,3,9,8,-8,4,3,5,2,-8,4,4,4,4,4,4,3,4,2,1,1,3,1,3,5,1,5,1,1,1,1,1,3,5,5,2,4,4,2,4,2,4,2,2,2,2,5,15,9,2,NA,-8,8,5,11,4,5,3,3,2,59,1,2,NA,1,2,5,2,4,1,NA,1,1
"1256","1256-92",1256,92,2024,8,0.56154858,92155,20,13,1,3,3,2,9,2,3,4,1,4,5,3,3,4,5,2,2,-8,1,2,2,2,1,2,6,1,2,6,2,2,2,2,3,2,2,2,2,2,1,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,3,3,4,4,3,10,10,5,4,4,0,4,2,5,2,2,1,1,1,1,1,2,9,8,4,4,1,5,3,9,4,4,4,4,4,4,4,4,2,2,5,2,2,2,0,0,0,0,5,4,2,2,4,4,4,1,2,2,4,4,4,4,4,4,4,4,5,15,15,2,NA,5,8,5,9,4,3,2,4,1,62,8,2,NA,1,2,8,2,4,1,NA,1,5
"1257","1257-92",1257,92,2024,8,0.58418377,92155,20,13,1,3,9,1,8,3,1,8,4,4,5,-7,4,3,3,1,1,5,4,6,3,4,4,5,4,5,6,6,6,6,3,3,3,3,5,6,2,4,3,2,3,2,3,4,3,3,3,4,3,2,2,3,2,3,2,2,2,2,3,1,9,6,10,4,2,3,4,2,3,2,2,1,3,2,3,3,2,1,2,3,1,1,7,5,1,2,2,2,2,-8,2,-8,2,2,4,2,2,2,2,8,8,8,5,2,4,4,4,2,4,4,2,2,2,1,1,1,1,4,4,2,4,2,15,5,1,1,NA,6,1,2,1,1,5,2,2,65,1,1,5,1,2,1,2,8,2,6,7,5
"1258","1258-92",1258,92,2024,8,0.27452052,92054,6,5,1,2,10,26,2,3,3,6,4,4,4,-7,3,2,4,3,3,4,3,6,2,4,2,6,6,4,6,6,6,-8,6,6,3,4,6,6,6,6,3,1,4,4,4,3,3,3,2,3,2,1,4,4,3,4,4,3,2,3,3,1,5,6,7,2,2,3,4,2,2,4,2,3,4,1,-8,1,3,1,5,1,1,1,7,5,1,1,-8,3,1,4,1,4,3,2,2,3,4,2,2,5,5,-9,-9,2,2,2,4,2,2,4,2,2,2,-89,1,1,1,2,4,1,-8,5,15,15,1,2,NA,2,3,5,1,3,5,-8,2,77,1,2,NA,1,3,1,2,4,1,NA,8,7
"1259","1259-92",1259,92,2024,8,0.58054391,92246,20,13,1,4,10,3,14,5,3,10,4,4,4,4,4,4,4,3,2,10,1,2,2,4,1,6,2,3,2,2,2,2,2,5,5,2,6,2,2,6,2,4,1,3,3,3,3,3,2,3,4,2,3,4,1,3,3,2,3,3,2,3,10,1,1,1,1,2,1,1,4,5,1,1,1,1,1,1,1,2,2,1,1,1,7,3,2,4,3,4,4,3,4,1,4,5,5,2,1,5,4,10,1,10,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1,1,4,1,1,4,13,NA,1,2,NA,8,2,3,3,-8,2,5,2,32,1,2,NA,1,1,1,2,4,2,2,10,1
"1260","1260-92",1260,92,2024,8,3.69131891,92273,24,15,1,3,3,14,2,4,-8,8,4,-7,-7,-7,4,3,2,2,2,10,3,6,6,6,6,6,6,-8,6,6,6,6,6,6,-8,6,6,6,6,6,6,3,4,1,3,1,1,1,1,4,3,1,3,2,3,2,3,3,1,1,1,1,10,5,1,4,4,2,4,4,3,3,2,-89,-8,3,-8,4,2,1,7,2,2,1,-8,NA,9,3,3,3,3,3,3,-8,3,2,2,2,3,2,3,7,7,7,7,-8,3,3,3,3,3,5,2,1,2,2,-89,-89,-89,-89,4,-8,-8,4,5,NA,1,2,NA,3,5,8,3,3,2,5,1,23,4,2,NA,2,NA,8,1,7,2,4,4,5
"1261","1261-92",1261,92,2024,8,2.20025705,92062,8,6,1,3,3,14,9,1,3,5,4,4,5,4,1,4,5,3,2,5,1,6,2,2,1,6,6,4,6,6,2,6,6,4,5,4,4,6,4,6,6,4,4,3,4,1,4,4,4,2,3,3,4,4,4,3,4,2,2,4,3,-8,5,10,5,2,2,2,2,4,4,2,-8,-89,-8,4,-8,4,2,9,8,4,4,1,3,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,2,2,2,1,2,4,1,4,4,4,3,3,3,3,3,3,3,3,5,18,NA,1,1,NA,3,2,8,4,3,3,5,1,42,1,2,NA,1,2,2,2,4,1,NA,1,5
"1262","1262-92",1262,92,2024,8,0.33742262,92271,24,15,1,3,1,3,7,1,3,5,4,-7,2,5,3,3,5,3,2,5,2,6,6,4,2,6,6,2,6,6,6,6,6,2,1,4,6,6,2,6,6,4,4,1,4,4,3,3,3,4,4,2,4,4,4,4,4,1,4,4,4,2,10,10,10,2,2,3,4,2,5,2,2,1,4,1,1,1,1,2,6,1,1,1,5,2,2,3,4,4,4,3,3,1,3,2,2,2,4,4,2,5,5,5,5,2,4,4,4,2,4,4,5,2,2,1,1,1,1,4,4,2,1,1,15,1,1,-8,NA,1,2,5,1,3,5,5,2,60,1,2,NA,1,3,7,2,3,1,NA,1,2
"1263","1263-92",1263,92,2024,8,0.46185017,92023,4,4,1,3,14,26,11,3,1,6,3,-7,-7,3,2,1,-9,-8,-9,-9,-9,-9,6,-9,6,-9,-9,-9,-9,-9,-9,-9,-9,6,-9,-9,-9,-9,-9,-9,-9,4,4,2,4,4,3,4,4,4,4,4,-9,4,3,4,4,4,4,4,4,2,5,10,5,1,1,2,4,2,-9,2,2,-89,-9,-9,-9,-9,-9,1,8,3,3,1,5,3,1,3,4,4,3,4,3,3,3,1,2,5,2,2,2,1,5,1,1,-9,-9,-9,4,2,5,5,2,2,2,4,1,2,4,4,4,4,4,-9,-9,-9,2,NA,-9,8,9,3,4,-9,3,3,1,52,1,1,4,1,3,8,2,6,1,NA,3,5
"1264","1264-92",1264,92,2024,8,0.81447471,92025,4,4,1,2,3,1,13,2,2,10,5,3,-7,5,3,1,4,2,2,10,2,6,3,2,1,4,2,1,6,3,6,4,1,2,5,5,3,2,4,3,4,3,3,1,4,3,3,2,1,1,3,1,4,4,2,4,2,1,3,3,4,2,8,10,10,1,1,3,-7,1,1,1,2,4,1,1,4,4,2,1,6,1,2,3,1,2,1,1,4,4,3,4,2,4,2,1,1,2,2,2,1,5,7,3,0,1,4,4,4,1,4,5,4,2,1,2,2,3,2,3,2,4,1,1,18,NA,1,2,NA,8,2,1,3,2,5,5,1,37,1,2,NA,2,NA,2,2,7,2,6,3,5
"1265","1265-92",1265,92,2024,8,0.38369181,92025,4,4,1,2,3,11,14,2,2,7,2,4,2,-7,2,3,4,2,2,5,4,6,4,4,4,3,2,2,6,6,6,6,6,2,1,4,3,3,1,4,1,4,4,3,4,4,2,2,2,2,2,2,3,4,3,3,4,3,2,2,4,2,8,8,7,2,4,3,1,2,2,4,3,2,3,4,2,3,2,1,5,3,2,1,4,2,1,1,3,3,3,-8,1,4,3,2,2,2,3,2,2,6,6,5,5,2,4,4,4,2,4,4,2,2,2,4,1,1,1,4,4,1,1,3,9,NA,1,1,NA,3,2,8,2,1,1,3,2,69,1,2,NA,1,1,5,2,8,1,NA,7,1
"1266","1266-92",1266,92,2024,8,0.65145403,92024,4,4,1,2,3,26,10,2,3,10,4,5,5,-7,3,1,4,3,1,-9,3,6,6,1,2,6,6,3,6,6,6,6,6,4,3,2,6,6,6,6,6,3,4,1,3,3,3,3,3,4,3,2,1,3,3,1,4,3,3,3,4,1,10,10,1,5,4,3,4,2,2,2,2,-89,-8,-8,-8,-8,2,1,4,3,1,3,5,1,1,4,3,4,4,4,3,4,2,2,2,2,2,4,2,5,6,5,5,2,2,-8,4,2,5,5,4,4,5,4,4,4,2,4,4,4,1,4,18,NA,1,1,NA,8,2,3,1,3,5,5,2,32,1,2,NA,1,3,2,1,4,1,NA,4,4
"1267","1267-92",1267,92,2024,8,0.38248768,92024,4,4,1,2,2,3,10,5,1,9,5,-7,4,4,5,1,3,1,1,4,4,6,4,3,4,4,1,4,6,6,6,6,2,2,1,2,2,4,1,6,2,3,4,3,4,3,4,3,3,3,2,3,2,3,2,3,3,3,2,2,4,1,1,10,-9,3,3,2,4,2,2,2,3,-89,-8,-8,-8,-8,2,1,8,3,3,1,9,3,1,3,4,3,3,3,3,3,3,1,2,3,3,2,3,5,5,5,5,1,4,4,-9,2,4,5,4,2,3,4,3,4,2,1,4,4,2,3,15,15,1,1,NA,1,10,2,3,1,1,3,1,49,1,1,5,1,3,8,1,8,1,NA,1,7
"1268","1268-92",1268,92,2024,8,0.39331221,92023,4,4,1,3,1,13,17,2,3,10,5,-7,5,4,3,2,5,2,2,5,3,6,6,2,3,6,6,3,6,6,6,6,6,6,3,4,6,6,6,6,6,2,2,1,4,3,2,4,3,4,3,1,3,4,3,3,3,2,2,3,4,1,6,10,10,1,1,2,4,1,1,1,2,3,3,3,4,4,2,9,8,2,3,1,4,5,2,4,4,4,4,2,3,3,2,5,1,4,3,1,1,5,5,5,5,1,4,4,4,1,2,5,2,3,3,1,1,1,1,2,1,1,1,5,15,15,1,1,NA,1,3,8,4,3,3,5,2,34,1,2,NA,1,2,6,1,7,1,NA,1,4
"1269","1269-92",1269,92,2024,8,1.10647505,92025,4,4,1,2,5,1,2,3,1,10,5,-7,-7,-7,4,1,2,1,1,1,5,6,4,5,5,5,4,4,6,6,6,6,6,1,1,1,4,6,1,2,1,3,4,3,4,3,3,4,3,4,3,3,1,4,4,3,3,3,2,3,4,1,5,10,10,2,1,3,-7,2,2,1,3,3,1,1,3,2,1,8,8,3,1,1,5,7,1,4,4,4,4,4,3,4,3,1,1,2,2,1,1,5,5,5,5,2,2,4,4,1,4,5,1,2,1,1,1,4,2,1,2,1,1,5,15,9,1,1,NA,5,2,3,3,1,1,1,1,55,1,2,NA,2,NA,8,2,5,1,NA,2,5
"1270","1270-92",1270,92,2024,8,0.76497536,92024,4,4,1,3,7,13,11,2,3,10,4,-7,-7,4,3,1,5,2,2,10,1,6,6,2,1,6,6,1,6,6,6,6,6,6,3,5,3,6,2,6,6,3,4,2,4,4,3,3,2,3,3,2,4,3,3,2,3,2,3,3,3,2,10,10,10,2,3,2,-7,2,5,2,2,1,1,1,1,1,3,8,1,2,1,7,1,5,1,4,4,4,4,4,4,4,3,2,4,2,2,4,2,5,5,5,5,4,4,1,4,2,1,4,2,2,2,1,1,4,2,2,1,2,2,5,15,15,1,2,NA,8,9,2,4,2,5,4,1,48,1,2,NA,2,NA,6,2,6,2,6,1,5
"1271","1271-92",1271,92,2024,8,0.5134494,92024,4,4,1,3,1,3,10,3,2,5,5,-7,5,-7,3,3,3,1,1,10,5,6,4,5,5,5,3,4,6,4,6,6,3,5,2,4,5,6,4,4,4,1,3,1,4,3,4,2,2,4,1,1,1,3,4,4,2,1,2,1,3,1,10,10,10,2,2,4,2,4,4,4,3,4,3,2,3,4,2,1,5,1,3,1,3,5,1,4,4,4,4,4,4,3,4,4,4,2,1,3,2,5,5,5,0,2,4,5,4,1,4,4,2,1,4,4,4,4,4,4,4,4,4,1,10,NA,1,2,NA,2,6,7,4,3,5,2,2,79,1,2,NA,1,3,6,2,2,1,NA,7,5
"1272","1272-92",1272,92,2024,8,0.68536406,92127,16,10,1,2,3,9,4,2,2,7,5,5,5,-7,3,4,4,2,2,10,2,6,2,2,2,2,6,2,6,6,6,6,6,6,2,2,4,6,6,6,6,3,3,1,4,3,3,3,2,3,4,2,4,4,-8,3,3,3,-8,3,4,-8,8,8,5,2,1,2,4,1,2,4,2,4,4,3,2,4,2,1,4,1,1,1,4,5,1,1,2,3,3,3,3,3,1,1,2,1,2,2,2,5,10,5,-8,4,2,4,4,1,1,5,2,2,2,1,1,4,1,1,1,2,1,5,15,5,1,4,NA,7,5,10,3,3,2,2,1,71,1,2,NA,1,2,1,2,3,1,NA,10,2
"1273","1273-92",1273,92,2024,8,0.48120183,92127,16,10,1,3,7,6,4,2,3,9,5,-7,4,-7,2,5,4,3,2,-8,2,6,6,2,2,6,6,5,6,6,6,6,6,6,6,4,6,6,4,6,3,4,4,2,4,4,4,4,2,3,4,4,4,4,4,4,3,4,4,4,4,3,5,7,10,1,1,2,1,1,5,1,3,4,3,1,3,4,3,2,1,3,3,1,5,4,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,-8,10,10,-8,2,2,4,4,1,1,4,1,1,1,1,1,1,3,4,4,1,4,5,15,15,2,NA,2,1,8,5,4,4,3,4,2,57,1,1,5,1,3,1,2,1,1,NA,3,1
"1274","1274-92",1274,92,2024,8,1.78266195,92124,16,10,1,2,9,14,3,1,3,10,4,5,-7,-7,3,3,5,3,2,10,3,4,2,2,6,2,1,3,6,6,6,6,6,5,4,5,3,2,4,2,4,4,1,2,4,3,3,2,1,4,3,1,4,4,4,3,3,3,2,4,4,3,10,10,5,3,1,2,-7,4,4,4,3,4,1,4,4,4,1,2,2,1,1,7,1,2,2,4,2,4,3,2,3,2,3,4,4,2,4,2,4,8,1,8,1,1,4,1,4,4,4,4,4,2,2,1,1,1,1,2,3,1,2,-8,-8,-8,1,2,NA,8,5,2,4,5,2,5,2,44,1,1,5,2,NA,1,2,4,2,4,10,3
"1275","1275-92",1275,92,2024,8,0.78123315,92032,6,5,1,3,3,5,26,3,3,10,4,3,-7,4,1,3,4,2,2,6,1,6,2,1,2,3,6,2,6,6,3,6,6,3,3,4,3,6,2,6,2,2,3,2,4,2,3,3,2,4,2,1,4,4,2,3,3,2,2,2,3,1,9,6,10,3,4,-8,-7,2,2,2,3,3,2,2,3,1,2,1,7,3,2,7,4,3,1,3,2,3,2,3,2,2,2,1,3,1,4,3,3,5,5,5,5,4,3,4,4,3,5,5,1,1,1,2,2,2,2,2,2,2,2,5,15,15,2,NA,3,8,7,9,3,3,5,5,1,62,1,2,NA,2,NA,8,2,6,1,NA,1,3
