"","id_bu","id_bu_encuesta","encuesta","encuesta_a","encuesta_m","pond","secu","estrato","region_3","zona_u_r","gse","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","bienestar_2","bienestar_7_a","bienestar_7_d","bienestar_7_f","bienestar_7_g","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_gz","eval_act_pol_1_gy","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_fo","eval_act_pol_1_co","eval_act_pol_1_hc","eval_act_pol_1_gq","eval_act_pol_1_gw","eval_act_pol_1_gx","eval_act_pol_1_ha","eval_act_pol_1_gu","eval_act_pol_1_dv","eval_act_pol_1_ae","eval_act_pol_1_em","eval_act_pol_1_ep","eval_act_pol_1_en","eval_act_pol_1_hb","eval_act_pol_1_fw","confianza_6_a","confianza_6_b","confianza_6_c","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","confianza_6_ac","democracia_21","pobreza_62","democracia_19","religion_63","religion_81_b","religion_81_a","mtf_66","mtf_53","mtf_45_d","mtf_45_h","mtf_45_k","religion_14","religion_15_b","religion_15_c","religion_15_d","religion_15_e","religion_15_f","religion_64","religion_82","religion_2","religion_91","religion_86","religion_88_a","religion_88_b","religion_88_c","religion_89","confianza_16_a","confianza_16_b","confianza_16_c","confianza_16_d","confianza_16_e","confianza_16_f","confianza_16_g","confianza_16_h","religion_31_a","religion_31_b","religion_31_c","religion_32_b","religion_33_a","religion_33_b","religion_90_a","religion_90_b","religion_90_c","religion_90_d","religion_71_a","religion_71_b","religion_72_b","religion_67","religion_39_g","religion_39_c","religion_39_d","religion_59_b","religion_59_c","religion_59_e","religion_37_a","religion_37_b","religion_37_c","religion_37_d","religion_37_g","religion_37_e","religion_75_d","religion_75_e","interes_pol_1_b","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b_2","municipio_17_a","municipio_17_b","municipio_17_c","elec_muni_17","elec_muni_14_d","estallido_5","estallido_17","sexo","edad","info_enc_59_2","info_enc_58","info_enc_30_b","info_enc_8","mtf_60","estado_civil_g","info_enc_61","esc_nivel_1_c","info_enc_57","info_hogar_28_c","info_enc_62","salud_5_b"
"39","39-92",39,92,2024,8,0.21325324,92278,25,16,1,3,6,5,10,2,3,8,4,2,5,4,3,3,4,2,2,6,3,6,6,3,3,6,6,3,6,6,6,6,6,6,2,3,6,6,6,6,3,3,3,2,3,3,2,4,3,4,3,2,3,3,3,3,3,2,2,3,3,2,8,10,7,1,2,2,1,3,2,2,2,1,1,1,1,1,2,1,8,2,2,1,4,5,1,3,3,4,3,4,3,3,4,2,2,3,2,2,2,5,5,1,5,3,4,4,4,2,3,4,3,3,2,4,4,4,2,4,4,2,1,4,10,NA,1,4,NA,5,3,8,3,3,3,4,2,54,1,2,NA,1,2,8,2,6,1,NA,1,3
"40","40-92",40,92,2024,8,0.64148244,92278,25,16,1,3,14,1,2,4,1,8,5,-7,-7,5,4,3,3,1,1,7,4,6,2,3,3,5,6,4,6,6,6,6,6,3,3,4,3,6,6,6,6,4,4,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,1,10,7,8,4,2,2,-7,2,2,2,2,3,4,3,4,4,1,11,6,3,3,1,6,3,1,4,3,4,3,4,4,3,3,1,1,5,2,1,1,5,5,3,8,2,3,5,2,2,5,4,3,2,3,3,3,3,3,3,3,3,3,3,2,NA,1,2,NA,9,11,7,3,3,2,5,1,29,1,2,NA,2,NA,8,2,8,1,NA,1,5
"41","41-92",41,92,2024,8,0.57965454,92278,25,16,1,3,1,2,7,1,3,7,4,-7,5,5,2,4,5,3,2,10,6,6,6,2,2,6,6,2,6,6,6,6,6,6,6,4,6,6,6,6,6,3,4,2,4,4,3,3,3,4,2,2,4,3,3,3,3,2,1,4,4,3,10,10,10,4,4,2,4,1,2,2,2,1,1,1,1,1,2,9,8,3,3,1,5,2,1,1,4,4,3,4,3,3,3,1,1,1,2,1,1,1,5,1,1,4,4,4,4,1,1,4,2,1,2,3,1,4,1,1,4,1,4,5,1,NA,2,NA,4,1,2,10,3,5,5,3,2,73,1,1,11,1,3,5,2,1,1,NA,2,2
"42","42-92",42,92,2024,8,0.46782274,92094,12,8,1,4,3,9,16,3,2,10,5,-7,5,-7,3,2,3,2,3,10,3,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,3,4,3,3,2,2,3,4,1,3,4,4,2,4,2,2,3,4,3,10,-9,10,2,1,2,1,1,4,2,2,1,2,1,1,1,2,2,1,1,1,1,7,5,2,4,4,4,3,1,4,2,3,5,3,3,3,4,3,10,4,10,5,1,4,1,4,3,1,5,1,1,2,1,1,2,1,2,3,2,4,4,-9,15,1,4,NA,1,2,8,3,3,5,3,2,56,1,-8,NA,1,2,6,2,1,1,NA,3,2
"43","43-92",43,92,2024,8,3.48434441,92094,12,8,1,3,3,9,26,2,1,6,4,4,4,2,3,2,4,3,2,5,3,6,2,2,2,6,6,3,6,6,5,6,6,6,2,3,6,6,6,6,6,4,2,2,3,3,4,4,2,2,2,1,2,3,3,3,2,1,1,4,4,1,8,8,7,3,2,3,2,4,5,3,3,4,3,3,3,3,2,2,6,1,2,3,1,5,2,4,4,4,3,3,3,2,3,4,2,1,3,4,1,8,5,8,5,1,2,3,4,1,2,5,1,1,1,1,1,2,1,2,4,2,1,2,1,NA,1,3,NA,4,2,8,3,3,3,3,1,36,1,1,5,1,1,8,2,8,2,1,7,5
"44","44-92",44,92,2024,8,0.67798002,92291,15,9,2,3,3,7,9,2,2,6,4,-7,-7,4,4,3,4,2,2,5,1,4,2,2,2,2,6,2,2,2,6,6,2,6,2,4,2,2,2,6,2,3,3,2,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,4,1,5,7,10,2,3,2,4,1,2,1,3,3,3,2,4,4,2,1,6,2,2,1,7,5,1,2,3,3,3,3,2,2,2,2,1,1,1,4,1,5,5,5,5,1,2,4,4,2,1,4,2,2,1,4,1,4,2,4,4,4,4,5,15,15,1,2,NA,3,8,11,4,3,4,4,2,51,1,2,NA,2,NA,8,2,4,2,1,1,2
"45","45-92",45,92,2024,8,0.46122305,92291,15,9,2,3,9,26,1,2,3,10,4,4,4,4,3,2,4,2,2,10,2,4,6,-8,2,-8,6,4,6,6,6,6,-8,-8,-8,-8,4,6,6,6,-8,4,4,-8,4,4,4,3,2,4,4,3,4,4,4,4,4,4,4,4,4,2,7,10,10,2,2,2,4,2,4,4,3,1,2,4,1,4,1,1,2,1,2,4,1,7,1,1,2,3,3,3,1,-8,4,4,2,2,4,4,4,7,6,4,3,4,4,2,4,1,5,4,2,2,2,1,2,1,1,1,1,1,2,5,15,15,1,-8,NA,6,8,9,2,3,5,2,2,57,1,2,NA,1,3,3,2,2,2,3,2,8
"46","46-92",46,92,2024,8,0.46122305,92291,15,9,2,3,3,11,1,1,3,10,4,-7,5,5,3,3,4,3,2,10,2,6,6,2,2,2,6,2,6,6,6,6,6,6,2,4,2,6,6,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,1,10,10,10,4,2,2,1,3,2,2,2,1,1,3,1,4,1,9,8,1,3,5,1,-9,2,4,4,4,4,4,4,4,4,2,2,2,2,4,2,5,5,5,5,2,4,5,4,2,4,4,4,2,1,4,4,4,1,1,4,1,4,5,15,15,1,2,NA,3,10,8,4,3,5,5,2,57,1,2,NA,1,2,5,2,4,1,NA,8,1
"47","47-92",47,92,2024,8,0.67240122,92291,15,9,2,3,2,9,14,2,3,7,2,-7,-7,4,3,3,5,3,2,-9,1,3,2,1,1,2,2,2,6,2,6,6,1,3,3,3,2,3,3,3,3,4,4,4,4,4,3,3,3,4,3,1,4,4,3,4,4,2,3,4,3,1,10,10,10,2,4,2,-7,3,4,2,2,1,1,1,1,1,2,9,8,3,3,1,5,6,1,3,4,3,-9,-9,3,-9,3,2,2,2,2,2,2,5,5,5,5,1,4,4,4,2,2,4,2,2,4,1,1,4,4,4,4,1,4,4,15,15,1,4,NA,8,7,2,4,4,5,5,2,65,1,2,NA,2,NA,7,2,1,2,1,1,2
"48","48-92",48,92,2024,8,0.54930341,92076,10,7,1,3,11,1,13,2,1,10,4,4,1,4,2,2,2,1,1,10,4,3,6,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,6,6,4,2,3,4,4,3,4,4,3,3,2,3,3,2,3,3,4,2,4,2,2,1,10,10,10,3,3,3,4,2,4,5,3,1,1,1,1,1,3,1,2,1,1,3,1,5,1,2,4,3,2,2,4,3,2,4,2,2,2,4,4,9,9,9,9,2,4,2,4,3,1,4,2,2,2,2,2,2,2,2,2,2,2,5,15,15,2,NA,5,5,2,1,4,5,5,2,1,48,6,2,NA,1,3,2,2,1,1,NA,2,2
"49","49-92",49,92,2024,8,0.52539729,92076,10,7,1,3,3,2,1,2,3,9,4,4,5,-7,3,4,-8,3,2,10,1,6,2,1,6,-8,6,2,6,6,6,6,6,6,-8,1,6,6,6,6,6,1,3,2,4,3,-8,-8,3,4,-8,3,4,4,-8,3,3,1,3,4,4,1,10,10,10,2,2,2,1,2,2,2,2,1,1,-8,1,-8,2,1,8,1,2,5,7,1,1,1,-8,4,1,-8,3,-8,2,4,2,2,2,2,2,-8,5,3,0,2,2,4,4,2,1,5,2,2,-8,1,1,1,2,2,1,2,2,5,15,15,2,NA,5,2,8,7,3,3,5,5,2,61,1,2,NA,1,4,1,2,1,1,NA,7,2
"50","50-92",50,92,2024,8,1.85176266,92215,20,13,1,1,5,1,3,1,2,8,4,5,5,5,4,2,5,2,2,4,2,6,3,3,3,3,2,4,6,3,1,6,2,1,1,4,3,6,2,4,6,4,2,2,4,3,3,4,2,4,3,3,3,4,3,3,3,3,2,4,4,1,4,8,8,3,1,4,4,2,2,2,3,3,2,4,1,1,1,9,8,2,3,1,5,4,1,2,4,4,3,2,3,2,3,2,2,4,2,2,1,3,3,5,5,2,4,4,2,2,5,4,1,2,1,3,3,3,2,4,2,4,4,3,9,NA,1,1,NA,8,5,3,3,1,1,4,1,53,1,2,NA,1,3,1,2,8,1,NA,1,7
"51","51-92",51,92,2024,8,0.49715924,92215,20,13,1,1,3,1,5,2,2,9,4,5,5,4,4,3,4,3,2,7,2,6,3,2,3,4,3,2,6,3,3,3,1,2,2,4,3,2,3,4,2,3,-8,2,4,4,3,4,2,4,3,2,3,3,2,2,4,3,4,2,4,3,7,8,9,3,2,3,1,3,3,3,1,1,1,1,-9,4,3,1,2,1,1,1,2,7,1,2,3,2,1,4,2,-9,2,2,1,2,4,4,4,5,5,5,5,1,4,5,4,5,3,5,4,2,2,1,1,1,1,4,4,4,4,3,15,15,1,2,NA,3,8,5,1,2,5,5,2,66,3,2,NA,1,5,1,2,10,2,8,2,8
"52","52-92",52,92,2024,8,0.833052,92094,12,8,1,3,3,5,13,1,3,7,4,3,5,-7,2,3,5,3,2,-9,1,6,6,-9,-8,6,6,1,6,6,6,6,6,6,6,-8,6,6,6,6,6,4,3,1,4,3,2,2,2,2,2,1,3,4,4,2,2,1,1,4,3,3,1,10,10,2,3,2,1,4,3,3,3,3,4,1,2,1,2,8,7,3,2,1,4,3,2,4,4,4,4,3,4,-8,3,2,3,2,2,4,1,5,5,5,5,2,3,2,4,2,2,2,3,3,3,3,1,3,2,2,4,1,1,5,15,15,1,4,NA,3,8,9,3,3,5,4,2,34,1,2,NA,1,2,5,2,6,1,NA,8,2
"53","53-92",53,92,2024,8,0.83942261,92094,12,8,1,4,9,7,11,3,2,8,4,-7,-7,4,3,2,3,1,2,-8,2,6,6,3,5,6,6,5,6,6,6,6,6,4,3,4,6,6,3,6,6,3,3,3,3,3,3,4,2,3,2,3,3,3,3,3,3,2,2,2,3,2,6,7,7,2,2,3,4,1,1,2,3,3,2,3,1,1,1,9,6,2,2,1,5,4,1,3,4,3,4,4,3,3,3,3,3,4,3,2,2,5,5,5,5,2,4,2,4,2,4,5,2,2,2,2,2,2,2,2,2,2,2,3,15,15,2,NA,2,2,4,8,3,3,1,3,2,21,1,2,NA,2,NA,8,1,7,2,2,1,1
"54","54-92",54,92,2024,8,0.35630604,92213,20,13,1,4,7,13,9,1,3,1,3,-7,5,-7,1,3,5,2,2,-8,1,6,6,3,1,6,6,3,6,6,6,6,6,6,6,3,3,6,6,6,6,3,4,3,4,4,3,4,3,4,3,4,4,4,3,3,4,4,3,3,3,3,6,-8,1,1,1,2,1,4,1,2,3,-89,3,3,4,4,2,1,7,4,3,1,3,5,1,3,4,4,4,4,4,4,3,3,-89,1,1,1,1,0,0,0,10,2,5,5,4,1,1,1,3,3,1,1,2,3,2,1,1,1,2,5,3,NA,1,1,NA,2,11,4,3,5,3,4,2,60,1,2,NA,1,1,8,2,3,2,2,7,1
"55","55-92",55,92,2024,8,0.7876049,92153,20,13,1,2,14,10,2,2,2,6,4,-7,4,-7,4,3,3,2,2,-8,2,6,1,2,1,3,2,3,6,2,6,6,6,3,3,3,3,6,6,2,6,4,4,3,3,3,4,4,3,2,3,3,3,4,4,3,4,3,3,4,3,1,10,6,6,5,4,2,1,1,2,1,2,3,4,1,4,3,1,9,6,3,4,1,3,5,1,3,4,4,3,4,4,4,4,2,1,5,3,1,1,5,5,0,5,1,4,2,2,2,5,4,2,4,2,3,2,4,4,3,2,2,4,4,15,15,1,4,NA,6,7,9,2,2,5,4,2,66,1,2,NA,1,4,6,2,6,1,NA,7,2
"56","56-92",56,92,2024,8,1.67187379,92153,20,13,1,2,3,9,14,2,2,7,2,5,-7,4,2,3,5,2,1,5,3,6,3,4,3,2,4,2,3,3,3,6,2,2,2,4,4,3,2,5,2,4,4,3,4,3,3,4,2,4,4,3,3,4,3,3,2,2,3,3,4,1,6,6,7,2,4,2,-7,2,3,4,3,3,3,4,4,4,2,11,7,3,3,6,3,1,1,4,4,4,3,4,3,4,3,1,2,5,4,2,1,5,4,2,5,3,3,4,4,1,3,5,1,3,1,3,4,4,4,4,3,4,4,3,15,15,1,1,NA,5,3,2,4,3,2,4,1,41,1,2,NA,2,NA,8,1,8,2,6,1,2
"57","57-92",57,92,2024,8,0.99929689,92153,20,13,1,3,3,7,6,1,2,2,4,4,-7,-7,2,1,4,2,1,-8,4,6,5,4,4,6,6,3,6,6,6,6,6,4,4,5,4,6,6,6,-8,3,4,3,3,2,3,4,3,4,2,2,3,3,4,2,2,2,2,2,3,2,6,10,10,1,1,2,-7,1,3,1,2,4,2,1,2,1,2,1,7,3,1,1,4,5,1,1,3,3,1,4,3,4,2,1,1,2,2,1,1,2,10,2,0,4,2,4,4,1,3,5,1,1,2,2,2,2,2,2,2,1,2,3,15,15,1,1,NA,8,3,4,3,3,2,2,2,33,1,2,NA,2,NA,8,2,5,1,NA,3,5
"58","58-92",58,92,2024,8,0.79927788,92153,20,13,1,3,26,5,9,3,1,10,4,4,5,-7,3,2,2,2,3,-8,4,6,3,4,4,6,6,4,6,4,6,6,6,4,6,4,4,6,4,4,6,4,4,1,4,4,4,3,1,3,1,1,1,4,2,4,3,1,1,3,3,1,10,10,5,3,1,2,4,5,5,1,3,4,1,1,4,1,1,1,8,3,2,1,3,6,1,4,4,4,4,4,4,4,4,5,5,2,1,1,1,0,0,0,0,3,4,5,4,1,5,5,2,2,2,4,4,1,1,4,4,1,4,3,15,15,1,1,NA,3,2,8,3,3,5,3,1,90,1,2,NA,1,4,1,2,4,1,NA,7,4
"59","59-92",59,92,2024,8,0.76121703,92213,20,13,1,5,9,5,16,1,3,1,4,-7,5,1,2,1,4,2,2,1,1,6,-8,6,1,2,6,2,6,1,6,1,1,-8,1,5,1,6,1,6,6,4,1,3,4,1,1,1,1,1,4,2,1,1,1,1,1,4,1,3,1,2,1,1,4,1,2,2,4,2,4,5,3,3,3,3,3,3,2,1,7,3,1,7,4,2,1,1,4,4,4,1,1,1,4,5,3,2,3,3,1,0,10,0,4,3,2,5,4,1,1,2,1,1,1,2,1,4,1,1,1,4,2,5,4,NA,1,4,NA,8,5,2,3,4,5,4,1,66,1,2,NA,1,2,7,2,1,1,NA,3,1
"60","60-92",60,92,2024,8,0.90010949,92112,14,9,1,3,11,3,2,3,1,9,4,-7,4,-7,3,2,3,2,1,-9,4,4,6,-8,6,6,6,4,6,6,-8,6,6,6,6,6,6,6,-8,6,4,2,2,2,3,2,2,2,2,-8,2,2,2,3,2,2,-8,2,2,2,2,1,10,10,10,2,2,4,1,2,4,4,2,3,2,1,1,4,3,1,7,1,1,1,7,5,1,2,2,3,2,2,2,2,2,4,4,2,2,4,2,10,10,10,0,2,4,2,4,2,3,4,2,2,2,2,3,2,2,3,2,2,2,4,15,15,1,-8,NA,8,5,1,2,3,5,4,2,86,1,2,NA,1,3,7,2,1,1,NA,7,2
"61","61-92",61,92,2024,8,5.91347001,92097,12,8,1,3,9,1,7,2,3,10,5,5,5,5,3,3,5,3,2,-9,1,6,1,2,6,6,6,2,6,6,6,6,6,2,2,2,6,6,6,6,6,4,1,2,4,3,3,3,3,4,4,2,4,4,4,4,3,3,3,3,4,3,10,10,10,1,2,3,4,2,5,2,1,1,1,1,1,1,3,2,1,1,1,1,2,7,2,4,4,4,4,1,4,1,4,4,2,2,2,4,4,10,0,10,0,2,4,2,4,4,5,5,1,1,1,1,1,1,1,4,4,4,4,5,15,15,1,2,NA,3,10,8,3,3,3,4,1,43,1,2,NA,1,3,1,2,4,1,NA,1,2
"62","62-92",62,92,2024,8,1.77877219,92097,12,8,1,3,13,3,11,1,3,7,4,-7,5,5,2,2,5,3,2,4,1,6,6,3,3,6,6,4,6,6,6,6,6,6,3,3,6,6,3,6,2,4,4,2,4,3,3,4,2,3,2,3,3,3,4,4,4,2,2,2,4,1,10,10,8,2,2,2,2,1,2,2,2,1,1,1,1,1,3,9,8,4,3,4,5,2,1,4,4,4,4,4,3,4,3,2,4,2,1,3,2,9,6,4,1,2,4,4,4,2,2,4,4,2,2,1,3,1,3,3,2,3,3,5,9,NA,2,NA,5,3,5,2,4,4,1,2,1,52,1,2,NA,1,1,6,2,5,2,1,10,2
"63","63-92",63,92,2024,8,1.51480475,92097,12,8,1,4,9,26,7,2,2,10,5,5,5,-7,4,2,-8,2,2,5,1,6,6,2,2,6,6,3,6,6,6,6,6,6,5,2,6,6,6,6,6,3,1,1,4,3,1,2,1,4,2,1,4,4,1,4,1,1,1,2,2,3,1,10,10,1,2,2,1,1,3,1,1,1,1,1,1,1,2,2,8,2,3,1,5,3,2,4,4,4,4,3,4,2,4,2,2,2,2,2,2,10,1,10,5,1,2,2,3,3,4,4,2,1,1,4,2,4,4,4,4,4,4,5,15,15,1,2,NA,3,8,2,4,3,1,3,2,36,1,2,NA,1,3,2,2,1,2,4,1,1
"64","64-92",64,92,2024,8,0.98486623,92094,12,8,1,5,1,3,7,2,2,7,2,3,3,-7,2,3,5,3,2,4,5,2,-8,2,3,6,6,5,-8,6,-8,6,1,2,1,2,2,-8,2,2,1,1,3,4,3,3,3,3,1,4,4,1,4,4,4,1,4,3,1,3,3,1,7,6,2,4,5,3,3,4,4,2,1,1,1,1,1,1,-8,1,2,1,1,1,2,-9,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,0,0,4,4,4,4,1,1,1,2,4,1,4,2,4,1,2,4,1,2,5,1,NA,1,4,NA,7,1,2,3,-8,5,5,2,65,1,1,-9,1,2,1,2,1,1,NA,7,1
"65","65-92",65,92,2024,8,1.08991538,92094,12,8,1,4,10,9,17,3,2,5,4,4,-7,4,3,3,4,3,-8,5,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,1,4,2,3,3,2,1,3,2,3,4,2,2,2,2,1,3,-8,1,10,5,5,3,3,2,3,2,4,4,2,4,3,4,4,4,2,1,4,1,2,1,3,7,1,4,3,4,4,4,2,3,3,3,3,3,3,4,4,5,5,5,5,4,3,3,4,2,3,3,2,2,1,3,3,3,2,3,4,2,2,3,15,15,2,NA,5,3,8,5,4,3,3,4,1,22,2,2,NA,2,NA,6,2,5,1,NA,2,8
"66","66-92",66,92,2024,8,0.84478143,92097,12,8,1,4,1,10,17,2,-8,10,4,5,4,4,4,3,3,2,2,5,2,6,3,6,2,6,6,2,6,3,6,6,3,3,2,4,3,2,6,3,3,3,3,3,3,3,2,2,2,4,3,2,3,3,3,2,3,3,1,3,3,3,1,10,1,1,2,1,3,1,1,1,2,-89,-8,1,1,1,2,9,6,4,3,1,5,4,2,4,4,4,4,3,4,3,4,2,4,2,2,2,2,5,5,5,5,3,3,3,4,1,4,4,4,4,2,4,4,4,1,2,2,2,1,1,17,NA,1,3,NA,8,9,2,3,3,3,3,1,32,1,2,NA,1,1,8,2,4,1,NA,1,2
"67","67-92",67,92,2024,8,1.61954011,92010,2,2,1,4,3,1,10,3,2,3,3,-7,-7,-7,3,3,4,3,3,5,3,6,6,6,3,3,6,3,3,6,6,6,6,3,2,6,6,6,6,6,6,3,3,3,4,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,1,10,5,4,5,3,2,-7,2,2,2,3,3,3,3,3,3,1,1,8,2,4,1,5,3,1,3,3,3,3,4,3,4,3,1,3,2,3,3,1,5,5,4,5,3,3,5,-9,4,5,4,2,1,2,3,3,3,3,3,3,3,3,4,15,18,2,NA,5,5,3,4,3,-8,3,3,1,19,1,1,-8,2,NA,8,1,7,2,4,6,3
"68","68-92",68,92,2024,8,0.28355977,92097,12,8,1,3,3,7,9,2,2,10,5,-7,-7,4,3,3,4,2,2,-8,3,6,4,2,4,3,6,4,6,-8,6,6,6,4,2,3,6,6,3,4,2,1,2,2,4,3,4,3,2,3,4,2,3,3,4,2,3,2,2,3,3,3,1,10,10,3,2,3,1,1,3,2,3,2,3,4,4,2,1,1,5,1,1,1,5,7,1,2,2,3,2,2,2,2,1,2,2,2,1,4,3,10,10,10,5,1,2,3,4,2,1,4,3,2,2,4,1,2,2,4,4,2,3,3,15,15,1,1,NA,8,9,2,1,3,2,3,2,61,1,2,NA,2,NA,8,2,6,1,NA,7,2
"69","69-92",69,92,2024,8,0.72260561,92086,12,8,1,2,1,3,9,3,1,4,3,-7,5,-7,3,3,4,2,-9,-8,3,6,4,4,4,6,6,4,6,6,6,6,6,4,2,4,4,6,2,4,6,3,3,2,4,4,3,3,3,4,-8,3,3,3,3,3,3,3,2,3,3,3,1,10,1,2,2,3,1,2,2,2,2,1,1,1,1,1,2,1,6,2,1,1,7,5,1,2,2,3,2,3,2,2,1,4,4,4,2,4,3,4,5,6,0,2,4,4,4,2,2,4,2,2,2,4,1,3,2,4,4,-8,4,5,15,15,1,-9,NA,1,2,8,3,-8,5,3,2,83,1,2,NA,1,1,7,2,1,1,NA,8,-8
"70","70-92",70,92,2024,8,0.38643636,92278,25,16,1,3,1,3,9,2,2,3,3,-7,2,-7,2,4,4,2,-8,-8,-8,6,6,4,2,4,6,3,6,4,6,6,6,4,5,5,5,6,4,4,6,4,-8,2,4,3,3,3,3,4,-8,2,-8,3,3,3,4,2,3,3,3,1,7,10,7,2,4,-8,1,2,2,1,2,1,1,1,1,1,2,1,8,2,2,1,2,3,1,3,3,3,3,4,3,4,-8,2,-89,2,2,4,4,5,5,4,5,4,4,-8,4,2,2,2,4,2,2,2,1,-89,-89,3,4,3,1,5,-8,15,1,-8,NA,8,7,2,-8,3,5,4,2,69,1,2,NA,1,1,8,2,3,1,NA,7,1
"71","71-92",71,92,2024,8,0.98860788,92113,14,9,1,3,10,6,7,2,1,10,4,4,4,-7,2,2,2,3,1,10,5,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,10,4,4,4,2,4,4,4,3,4,1,4,1,3,-9,2,2,1,1,7,8,9,1,1,1,1,1,1,3,1,1,4,2,4,2,4,2,10,6,10,7,4,4,4,4,4,2,4,2,2,4,1,1,4,1,1,1,1,4,1,24,NA,1,1,NA,6,3,8,1,1,1,4,1,60,1,1,5,1,2,1,2,4,1,NA,7,2
"72","72-92",72,92,2024,8,0.35980815,92073,10,7,1,2,1,3,7,2,2,7,5,-7,5,-7,3,3,4,2,2,5,2,6,6,2,2,2,6,4,6,6,6,6,6,5,6,6,4,6,4,6,6,1,3,1,4,3,3,3,3,3,3,1,4,3,2,2,3,2,2,3,3,1,10,10,1,1,2,2,4,4,4,2,2,2,3,3,3,3,2,1,7,1,1,1,5,3,1,1,1,2,3,3,1,2,2,2,2,2,2,4,2,10,10,5,0,4,2,4,4,2,1,4,2,2,2,2,3,4,2,2,3,1,3,4,1,NA,1,-9,NA,1,2,3,3,2,4,4,1,73,1,-8,NA,1,2,7,2,3,1,NA,7,2
"73","73-92",73,92,2024,8,0.35311469,92036,6,5,1,3,5,10,9,2,2,9,4,-9,4,-7,2,2,4,3,2,7,2,3,6,2,2,6,3,2,6,6,6,6,6,6,2,4,6,6,3,6,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,1,5,6,7,4,4,3,1,2,2,2,2,1,1,1,1,1,-8,5,8,3,2,1,7,2,5,3,3,3,3,3,3,3,3,1,2,2,4,4,2,8,4,5,4,2,4,4,4,4,4,4,2,2,2,1,2,2,1,4,4,1,4,4,15,15,1,4,NA,2,3,7,2,2,3,4,2,44,1,2,NA,1,1,8,2,8,1,NA,3,2
"74","74-92",74,92,2024,8,0.19830104,92036,6,5,1,3,9,5,1,1,2,5,3,-7,5,-7,3,3,4,2,2,6,3,6,2,5,3,4,3,3,6,3,6,6,6,4,4,5,5,6,3,4,4,4,3,3,4,4,3,4,3,2,3,2,3,4,2,3,4,3,2,3,4,2,10,10,1,3,1,2,1,1,3,3,3,2,4,2,3,3,2,1,6,3,3,1,4,5,1,4,4,3,4,3,4,4,3,1,1,2,1,1,1,0,0,0,5,2,3,4,4,1,4,5,2,2,3,2,2,2,2,3,2,2,2,3,13,NA,1,2,NA,2,8,5,4,3,3,5,2,58,1,2,NA,1,2,6,2,6,1,NA,3,4
"75","75-92",75,92,2024,8,0.59490313,92036,6,5,1,3,1,3,14,2,2,6,3,3,4,4,3,3,4,2,2,5,3,6,6,4,4,6,6,5,6,6,6,6,6,6,4,4,6,6,4,6,6,3,3,3,4,3,3,3,3,4,2,3,3,4,3,4,3,2,1,3,3,3,10,10,10,2,2,3,1,2,2,2,3,3,2,4,3,1,2,1,8,1,2,1,7,5,1,3,3,4,3,4,3,4,3,2,2,2,2,2,2,5,5,5,0,2,2,2,4,2,2,4,2,2,2,1,1,1,1,1,1,1,1,4,15,15,1,1,NA,1,2,11,3,3,1,3,2,58,1,2,NA,1,4,1,2,4,1,NA,1,8
"76","76-92",76,92,2024,8,0.27831055,92036,6,5,1,4,3,13,7,2,2,7,4,-7,4,-7,4,3,-8,2,2,5,2,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,3,4,3,3,3,4,3,4,-8,-8,4,4,4,4,4,4,3,5,10,2,2,4,2,1,2,4,4,1,1,1,1,1,1,3,3,2,1,1,1,7,5,1,4,4,4,4,4,4,4,4,2,2,-8,2,5,4,10,0,0,0,2,2,4,3,4,2,4,2,2,2,1,1,4,4,4,4,4,4,5,15,15,2,NA,5,3,2,5,4,4,-8,3,2,85,1,2,NA,1,6,7,1,1,1,NA,7,5
